r                        V(r)
2.867867867867867737e+00 0.000000000000000000e+00
2.872872872872872740e+00 0.000000000000000000e+00
2.877877877877877744e+00 0.000000000000000000e+00
2.882882882882882747e+00 0.000000000000000000e+00
2.887887887887887750e+00 0.000000000000000000e+00
2.892892892892892753e+00 0.000000000000000000e+00
2.897897897897897757e+00 0.000000000000000000e+00
2.902902902902902760e+00 0.000000000000000000e+00
2.907907907907907763e+00 0.000000000000000000e+00
2.912912912912912766e+00 0.000000000000000000e+00
2.917917917917917769e+00 0.000000000000000000e+00
2.922922922922922773e+00 0.000000000000000000e+00
2.927927927927927776e+00 0.000000000000000000e+00
2.932932932932932779e+00 0.000000000000000000e+00
2.937937937937937782e+00 0.000000000000000000e+00
2.942942942942942786e+00 0.000000000000000000e+00
2.947947947947947789e+00 0.000000000000000000e+00
2.952952952952952792e+00 0.000000000000000000e+00
2.957957957957957795e+00 0.000000000000000000e+00
2.962962962962962798e+00 0.000000000000000000e+00
2.967967967967967802e+00 0.000000000000000000e+00
2.972972972972972805e+00 0.000000000000000000e+00
2.977977977977977808e+00 0.000000000000000000e+00
2.982982982982982811e+00 0.000000000000000000e+00
2.987987987987987815e+00 0.000000000000000000e+00
2.992992992992992818e+00 0.000000000000000000e+00
2.997997997997997821e+00 0.000000000000000000e+00
3.003003003003002824e+00 0.000000000000000000e+00
3.008008008008007828e+00 0.000000000000000000e+00
3.013013013013012831e+00 0.000000000000000000e+00
3.018018018018017834e+00 0.000000000000000000e+00
3.023023023023022837e+00 0.000000000000000000e+00
3.028028028028027840e+00 0.000000000000000000e+00
3.033033033033032844e+00 0.000000000000000000e+00
3.038038038038037847e+00 0.000000000000000000e+00
3.043043043043042850e+00 0.000000000000000000e+00
3.048048048048047853e+00 0.000000000000000000e+00
3.053053053053052857e+00 0.000000000000000000e+00
3.058058058058057860e+00 0.000000000000000000e+00
3.063063063063062863e+00 0.000000000000000000e+00
3.068068068068067866e+00 0.000000000000000000e+00
3.073073073073072869e+00 0.000000000000000000e+00
3.078078078078077873e+00 0.000000000000000000e+00
3.083083083083082876e+00 0.000000000000000000e+00
3.088088088088087879e+00 0.000000000000000000e+00
3.093093093093092882e+00 0.000000000000000000e+00
3.098098098098097886e+00 0.000000000000000000e+00
3.103103103103102889e+00 0.000000000000000000e+00
3.108108108108107892e+00 0.000000000000000000e+00
3.113113113113112895e+00 0.000000000000000000e+00
3.118118118118117899e+00 0.000000000000000000e+00
3.123123123123122902e+00 0.000000000000000000e+00
3.128128128128127905e+00 0.000000000000000000e+00
3.133133133133132908e+00 0.000000000000000000e+00
3.138138138138137911e+00 0.000000000000000000e+00
3.143143143143142915e+00 0.000000000000000000e+00
3.148148148148147918e+00 0.000000000000000000e+00
3.153153153153152921e+00 0.000000000000000000e+00
3.158158158158157924e+00 0.000000000000000000e+00
3.163163163163162928e+00 0.000000000000000000e+00
3.168168168168167931e+00 0.000000000000000000e+00
3.173173173173172934e+00 0.000000000000000000e+00
3.178178178178177937e+00 0.000000000000000000e+00
3.183183183183182940e+00 0.000000000000000000e+00
3.188188188188187944e+00 0.000000000000000000e+00
3.193193193193192947e+00 0.000000000000000000e+00
3.198198198198197950e+00 0.000000000000000000e+00
3.203203203203202953e+00 0.000000000000000000e+00
3.208208208208208401e+00 0.000000000000000000e+00
3.213213213213213404e+00 0.000000000000000000e+00
3.218218218218218407e+00 0.000000000000000000e+00
3.223223223223223410e+00 0.000000000000000000e+00
3.228228228228228414e+00 0.000000000000000000e+00
3.233233233233233417e+00 0.000000000000000000e+00
3.238238238238238420e+00 0.000000000000000000e+00
3.243243243243243423e+00 0.000000000000000000e+00
3.248248248248248427e+00 0.000000000000000000e+00
3.253253253253253430e+00 0.000000000000000000e+00
3.258258258258258433e+00 0.000000000000000000e+00
3.263263263263263436e+00 0.000000000000000000e+00
3.268268268268268439e+00 0.000000000000000000e+00
3.273273273273273443e+00 0.000000000000000000e+00
3.278278278278278446e+00 0.000000000000000000e+00
3.283283283283283449e+00 0.000000000000000000e+00
3.288288288288288452e+00 0.000000000000000000e+00
3.293293293293293456e+00 0.000000000000000000e+00
3.298298298298298459e+00 0.000000000000000000e+00
3.303303303303303462e+00 0.000000000000000000e+00
3.308308308308308465e+00 0.000000000000000000e+00
3.313313313313313468e+00 0.000000000000000000e+00
3.318318318318318472e+00 0.000000000000000000e+00
3.323323323323323475e+00 0.000000000000000000e+00
3.328328328328328478e+00 0.000000000000000000e+00
3.333333333333333481e+00 0.000000000000000000e+00
3.338338338338338485e+00 0.000000000000000000e+00
3.343343343343343488e+00 0.000000000000000000e+00
3.348348348348348491e+00 0.000000000000000000e+00
3.353353353353353494e+00 0.000000000000000000e+00
3.358358358358358497e+00 0.000000000000000000e+00
3.363363363363363501e+00 0.000000000000000000e+00
3.368368368368368504e+00 0.000000000000000000e+00
3.373373373373373507e+00 0.000000000000000000e+00
3.378378378378378510e+00 0.000000000000000000e+00
3.383383383383383514e+00 0.000000000000000000e+00
3.388388388388388517e+00 0.000000000000000000e+00
3.393393393393393520e+00 0.000000000000000000e+00
3.398398398398398523e+00 0.000000000000000000e+00
3.403403403403403527e+00 0.000000000000000000e+00
3.408408408408408530e+00 0.000000000000000000e+00
3.413413413413413533e+00 0.000000000000000000e+00
3.418418418418418536e+00 0.000000000000000000e+00
3.423423423423423539e+00 0.000000000000000000e+00
3.428428428428428543e+00 0.000000000000000000e+00
3.433433433433433546e+00 0.000000000000000000e+00
3.438438438438438549e+00 0.000000000000000000e+00
3.443443443443443552e+00 0.000000000000000000e+00
3.448448448448448556e+00 0.000000000000000000e+00
3.453453453453453559e+00 0.000000000000000000e+00
3.458458458458458562e+00 0.000000000000000000e+00
3.463463463463463565e+00 0.000000000000000000e+00
3.468468468468468568e+00 0.000000000000000000e+00
3.473473473473473572e+00 0.000000000000000000e+00
3.478478478478478575e+00 0.000000000000000000e+00
3.483483483483483578e+00 0.000000000000000000e+00
3.488488488488488581e+00 0.000000000000000000e+00
3.493493493493493585e+00 0.000000000000000000e+00
3.498498498498498588e+00 0.000000000000000000e+00
3.503503503503503591e+00 0.000000000000000000e+00
3.508508508508508594e+00 0.000000000000000000e+00
3.513513513513513598e+00 0.000000000000000000e+00
3.518518518518518601e+00 0.000000000000000000e+00
3.523523523523523604e+00 0.000000000000000000e+00
3.528528528528528607e+00 0.000000000000000000e+00
3.533533533533533610e+00 0.000000000000000000e+00
3.538538538538538614e+00 0.000000000000000000e+00
3.543543543543543617e+00 0.000000000000000000e+00
3.548548548548548620e+00 0.000000000000000000e+00
3.553553553553553623e+00 0.000000000000000000e+00
3.558558558558558627e+00 0.000000000000000000e+00
3.563563563563563630e+00 0.000000000000000000e+00
3.568568568568568633e+00 0.000000000000000000e+00
3.573573573573573636e+00 0.000000000000000000e+00
3.578578578578578639e+00 0.000000000000000000e+00
3.583583583583583643e+00 0.000000000000000000e+00
3.588588588588588646e+00 0.000000000000000000e+00
3.593593593593593649e+00 0.000000000000000000e+00
3.598598598598598652e+00 0.000000000000000000e+00
3.603603603603603656e+00 0.000000000000000000e+00
3.608608608608608659e+00 0.000000000000000000e+00
3.613613613613613662e+00 0.000000000000000000e+00
3.618618618618618665e+00 0.000000000000000000e+00
3.623623623623623669e+00 0.000000000000000000e+00
3.628628628628628672e+00 0.000000000000000000e+00
3.633633633633633675e+00 0.000000000000000000e+00
3.638638638638638678e+00 0.000000000000000000e+00
3.643643643643643681e+00 0.000000000000000000e+00
3.648648648648648685e+00 0.000000000000000000e+00
3.653653653653653688e+00 0.000000000000000000e+00
3.658658658658658691e+00 0.000000000000000000e+00
3.663663663663663694e+00 0.000000000000000000e+00
3.668668668668668698e+00 0.000000000000000000e+00
3.673673673673673701e+00 0.000000000000000000e+00
3.678678678678678704e+00 0.000000000000000000e+00
3.683683683683683707e+00 0.000000000000000000e+00
3.688688688688688710e+00 0.000000000000000000e+00
3.693693693693693714e+00 0.000000000000000000e+00
3.698698698698698717e+00 0.000000000000000000e+00
3.703703703703703720e+00 0.000000000000000000e+00
3.708708708708708723e+00 0.000000000000000000e+00
3.713713713713713727e+00 0.000000000000000000e+00
3.718718718718718730e+00 0.000000000000000000e+00
3.723723723723723733e+00 0.000000000000000000e+00
3.728728728728728736e+00 0.000000000000000000e+00
3.733733733733733740e+00 0.000000000000000000e+00
3.738738738738738743e+00 0.000000000000000000e+00
3.743743743743743746e+00 0.000000000000000000e+00
3.748748748748748749e+00 0.000000000000000000e+00
3.753753753753753752e+00 0.000000000000000000e+00
3.758758758758758756e+00 0.000000000000000000e+00
3.763763763763763759e+00 0.000000000000000000e+00
3.768768768768768762e+00 0.000000000000000000e+00
3.773773773773773765e+00 0.000000000000000000e+00
3.778778778778778769e+00 0.000000000000000000e+00
3.783783783783783772e+00 0.000000000000000000e+00
3.788788788788788775e+00 0.000000000000000000e+00
3.793793793793793778e+00 0.000000000000000000e+00
3.798798798798798781e+00 0.000000000000000000e+00
3.803803803803803785e+00 0.000000000000000000e+00
3.808808808808808788e+00 0.000000000000000000e+00
3.813813813813813791e+00 0.000000000000000000e+00
3.818818818818818794e+00 0.000000000000000000e+00
3.823823823823823798e+00 0.000000000000000000e+00
3.828828828828828801e+00 0.000000000000000000e+00
3.833833833833833804e+00 0.000000000000000000e+00
3.838838838838838807e+00 0.000000000000000000e+00
3.843843843843843811e+00 0.000000000000000000e+00
3.848848848848848814e+00 0.000000000000000000e+00
3.853853853853853817e+00 0.000000000000000000e+00
3.858858858858858820e+00 0.000000000000000000e+00
3.863863863863863823e+00 0.000000000000000000e+00
3.868868868868868827e+00 0.000000000000000000e+00
3.873873873873873830e+00 0.000000000000000000e+00
3.878878878878878833e+00 0.000000000000000000e+00
3.883883883883883836e+00 0.000000000000000000e+00
3.888888888888888840e+00 0.000000000000000000e+00
3.893893893893893843e+00 0.000000000000000000e+00
3.898898898898898846e+00 0.000000000000000000e+00
3.903903903903903849e+00 0.000000000000000000e+00
3.908908908908908852e+00 0.000000000000000000e+00
3.913913913913913856e+00 0.000000000000000000e+00
3.918918918918918859e+00 0.000000000000000000e+00
3.923923923923923862e+00 0.000000000000000000e+00
3.928928928928928865e+00 0.000000000000000000e+00
3.933933933933933869e+00 0.000000000000000000e+00
3.938938938938938872e+00 0.000000000000000000e+00
3.943943943943943875e+00 0.000000000000000000e+00
3.948948948948948878e+00 0.000000000000000000e+00
3.953953953953953881e+00 0.000000000000000000e+00
3.958958958958958885e+00 0.000000000000000000e+00
3.963963963963963888e+00 0.000000000000000000e+00
3.968968968968968891e+00 0.000000000000000000e+00
3.973973973973973894e+00 0.000000000000000000e+00
3.978978978978978898e+00 0.000000000000000000e+00
3.983983983983983901e+00 0.000000000000000000e+00
3.988988988988988904e+00 0.000000000000000000e+00
3.993993993993993907e+00 0.000000000000000000e+00
3.998998998998998911e+00 0.000000000000000000e+00
4.004004004004004358e+00 0.000000000000000000e+00
4.009009009009009361e+00 0.000000000000000000e+00
4.014014014014014364e+00 0.000000000000000000e+00
4.019019019019019368e+00 0.000000000000000000e+00
4.024024024024024371e+00 0.000000000000000000e+00
4.029029029029029374e+00 0.000000000000000000e+00
4.034034034034034377e+00 0.000000000000000000e+00
4.039039039039039380e+00 0.000000000000000000e+00
4.044044044044044384e+00 0.000000000000000000e+00
4.049049049049049387e+00 0.000000000000000000e+00
4.054054054054054390e+00 0.000000000000000000e+00
4.059059059059059393e+00 0.000000000000000000e+00
4.064064064064064397e+00 0.000000000000000000e+00
4.069069069069069400e+00 0.000000000000000000e+00
4.074074074074074403e+00 0.000000000000000000e+00
4.079079079079079406e+00 0.000000000000000000e+00
4.084084084084084409e+00 0.000000000000000000e+00
4.089089089089089413e+00 0.000000000000000000e+00
4.094094094094094416e+00 0.000000000000000000e+00
4.099099099099099419e+00 0.000000000000000000e+00
4.104104104104104422e+00 0.000000000000000000e+00
4.109109109109109426e+00 0.000000000000000000e+00
4.114114114114114429e+00 0.000000000000000000e+00
4.119119119119119432e+00 0.000000000000000000e+00
4.124124124124124435e+00 0.000000000000000000e+00
4.129129129129129439e+00 0.000000000000000000e+00
4.134134134134134442e+00 0.000000000000000000e+00
4.139139139139139445e+00 0.000000000000000000e+00
4.144144144144144448e+00 0.000000000000000000e+00
4.149149149149149451e+00 0.000000000000000000e+00
4.154154154154154455e+00 0.000000000000000000e+00
4.159159159159159458e+00 0.000000000000000000e+00
4.164164164164164461e+00 0.000000000000000000e+00
4.169169169169169464e+00 0.000000000000000000e+00
4.174174174174174468e+00 0.000000000000000000e+00
4.179179179179179471e+00 0.000000000000000000e+00
4.184184184184184474e+00 0.000000000000000000e+00
4.189189189189189477e+00 0.000000000000000000e+00
4.194194194194194480e+00 0.000000000000000000e+00
4.199199199199199484e+00 0.000000000000000000e+00
4.204204204204204487e+00 0.000000000000000000e+00
4.209209209209209490e+00 0.000000000000000000e+00
4.214214214214214493e+00 0.000000000000000000e+00
4.219219219219219497e+00 0.000000000000000000e+00
4.224224224224224500e+00 0.000000000000000000e+00
4.229229229229229503e+00 0.000000000000000000e+00
4.234234234234234506e+00 0.000000000000000000e+00
4.239239239239239510e+00 0.000000000000000000e+00
4.244244244244244513e+00 0.000000000000000000e+00
4.249249249249249516e+00 0.000000000000000000e+00
4.254254254254254519e+00 0.000000000000000000e+00
4.259259259259259522e+00 0.000000000000000000e+00
4.264264264264264526e+00 0.000000000000000000e+00
4.269269269269269529e+00 0.000000000000000000e+00
4.274274274274274532e+00 0.000000000000000000e+00
4.279279279279279535e+00 0.000000000000000000e+00
4.284284284284284539e+00 0.000000000000000000e+00
4.289289289289289542e+00 0.000000000000000000e+00
4.294294294294294545e+00 0.000000000000000000e+00
4.299299299299299548e+00 0.000000000000000000e+00
4.304304304304304551e+00 0.000000000000000000e+00
4.309309309309309555e+00 0.000000000000000000e+00
4.314314314314314558e+00 0.000000000000000000e+00
4.319319319319319561e+00 0.000000000000000000e+00
4.324324324324324564e+00 0.000000000000000000e+00
4.329329329329329568e+00 0.000000000000000000e+00
4.334334334334334571e+00 0.000000000000000000e+00
4.339339339339339574e+00 0.000000000000000000e+00
4.344344344344344577e+00 0.000000000000000000e+00
4.349349349349349581e+00 0.000000000000000000e+00
4.354354354354354584e+00 0.000000000000000000e+00
4.359359359359359587e+00 0.000000000000000000e+00
4.364364364364364590e+00 0.000000000000000000e+00
4.369369369369369593e+00 0.000000000000000000e+00
4.374374374374374597e+00 0.000000000000000000e+00
4.379379379379379600e+00 0.000000000000000000e+00
4.384384384384384603e+00 0.000000000000000000e+00
4.389389389389389606e+00 0.000000000000000000e+00
4.394394394394394610e+00 0.000000000000000000e+00
4.399399399399399613e+00 0.000000000000000000e+00
4.404404404404404616e+00 0.000000000000000000e+00
4.409409409409409619e+00 0.000000000000000000e+00
4.414414414414414622e+00 0.000000000000000000e+00
4.419419419419419626e+00 0.000000000000000000e+00
4.424424424424424629e+00 0.000000000000000000e+00
4.429429429429429632e+00 0.000000000000000000e+00
4.434434434434434635e+00 0.000000000000000000e+00
4.439439439439439639e+00 0.000000000000000000e+00
4.444444444444444642e+00 0.000000000000000000e+00
4.449449449449449645e+00 0.000000000000000000e+00
4.454454454454454648e+00 0.000000000000000000e+00
4.459459459459459651e+00 0.000000000000000000e+00
4.464464464464464655e+00 0.000000000000000000e+00
4.469469469469469658e+00 0.000000000000000000e+00
4.474474474474474661e+00 0.000000000000000000e+00
4.479479479479479664e+00 0.000000000000000000e+00
4.484484484484484668e+00 0.000000000000000000e+00
4.489489489489489671e+00 0.000000000000000000e+00
4.494494494494494674e+00 0.000000000000000000e+00
4.499499499499499677e+00 0.000000000000000000e+00
4.504504504504504681e+00 0.000000000000000000e+00
4.509509509509509684e+00 0.000000000000000000e+00
4.514514514514514687e+00 0.000000000000000000e+00
4.519519519519519690e+00 0.000000000000000000e+00
4.524524524524524693e+00 0.000000000000000000e+00
4.529529529529529697e+00 0.000000000000000000e+00
4.534534534534534700e+00 0.000000000000000000e+00
4.539539539539539703e+00 0.000000000000000000e+00
4.544544544544544706e+00 0.000000000000000000e+00
4.549549549549549710e+00 0.000000000000000000e+00
4.554554554554554713e+00 0.000000000000000000e+00
4.559559559559559716e+00 0.000000000000000000e+00
4.564564564564564719e+00 0.000000000000000000e+00
4.569569569569569722e+00 0.000000000000000000e+00
4.574574574574574726e+00 0.000000000000000000e+00
4.579579579579579729e+00 0.000000000000000000e+00
4.584584584584584732e+00 0.000000000000000000e+00
4.589589589589589735e+00 0.000000000000000000e+00
4.594594594594594739e+00 0.000000000000000000e+00
4.599599599599599742e+00 0.000000000000000000e+00
4.604604604604604745e+00 0.000000000000000000e+00
4.609609609609609748e+00 0.000000000000000000e+00
4.614614614614614752e+00 0.000000000000000000e+00
4.619619619619619755e+00 0.000000000000000000e+00
4.624624624624624758e+00 0.000000000000000000e+00
4.629629629629629761e+00 0.000000000000000000e+00
4.634634634634634764e+00 0.000000000000000000e+00
4.639639639639639768e+00 0.000000000000000000e+00
4.644644644644644771e+00 0.000000000000000000e+00
4.649649649649649774e+00 0.000000000000000000e+00
4.654654654654654777e+00 0.000000000000000000e+00
4.659659659659659781e+00 0.000000000000000000e+00
4.664664664664664784e+00 0.000000000000000000e+00
4.669669669669669787e+00 0.000000000000000000e+00
4.674674674674674790e+00 0.000000000000000000e+00
4.679679679679679793e+00 0.000000000000000000e+00
4.684684684684684797e+00 0.000000000000000000e+00
4.689689689689689800e+00 0.000000000000000000e+00
4.694694694694694803e+00 0.000000000000000000e+00
4.699699699699699806e+00 0.000000000000000000e+00
4.704704704704704810e+00 0.000000000000000000e+00
4.709709709709709813e+00 0.000000000000000000e+00
4.714714714714714816e+00 0.000000000000000000e+00
4.719719719719719819e+00 0.000000000000000000e+00
4.724724724724724823e+00 0.000000000000000000e+00
4.729729729729729826e+00 0.000000000000000000e+00
4.734734734734734829e+00 0.000000000000000000e+00
4.739739739739739832e+00 0.000000000000000000e+00
4.744744744744744835e+00 0.000000000000000000e+00
4.749749749749749839e+00 0.000000000000000000e+00
4.754754754754754842e+00 0.000000000000000000e+00
4.759759759759759845e+00 0.000000000000000000e+00
4.764764764764764848e+00 0.000000000000000000e+00
4.769769769769769852e+00 0.000000000000000000e+00
4.774774774774774855e+00 0.000000000000000000e+00
4.779779779779779858e+00 0.000000000000000000e+00
4.784784784784784861e+00 0.000000000000000000e+00
4.789789789789789864e+00 0.000000000000000000e+00
4.794794794794794868e+00 0.000000000000000000e+00
4.799799799799799871e+00 0.000000000000000000e+00
4.804804804804804874e+00 0.000000000000000000e+00
4.809809809809809877e+00 0.000000000000000000e+00
4.814814814814814881e+00 0.000000000000000000e+00
4.819819819819819884e+00 0.000000000000000000e+00
4.824824824824824887e+00 0.000000000000000000e+00
4.829829829829829890e+00 0.000000000000000000e+00
4.834834834834834894e+00 0.000000000000000000e+00
4.839839839839839897e+00 0.000000000000000000e+00
4.844844844844844900e+00 0.000000000000000000e+00
4.849849849849849903e+00 0.000000000000000000e+00
4.854854854854854906e+00 0.000000000000000000e+00
4.859859859859859910e+00 0.000000000000000000e+00
4.864864864864864913e+00 0.000000000000000000e+00
4.869869869869869916e+00 0.000000000000000000e+00
4.874874874874874919e+00 0.000000000000000000e+00
4.879879879879879923e+00 0.000000000000000000e+00
4.884884884884884926e+00 0.000000000000000000e+00
4.889889889889889929e+00 0.000000000000000000e+00
4.894894894894894932e+00 0.000000000000000000e+00
4.899899899899899935e+00 0.000000000000000000e+00
4.904904904904904939e+00 0.000000000000000000e+00
4.909909909909909942e+00 0.000000000000000000e+00
4.914914914914914945e+00 0.000000000000000000e+00
4.919919919919919948e+00 0.000000000000000000e+00
4.924924924924924952e+00 0.000000000000000000e+00
4.929929929929929955e+00 0.000000000000000000e+00
4.934934934934934958e+00 0.000000000000000000e+00
4.939939939939939961e+00 0.000000000000000000e+00
4.944944944944944965e+00 0.000000000000000000e+00
4.949949949949949968e+00 0.000000000000000000e+00
4.954954954954954971e+00 0.000000000000000000e+00
4.959959959959959974e+00 0.000000000000000000e+00
4.964964964964964977e+00 0.000000000000000000e+00
4.969969969969969981e+00 0.000000000000000000e+00
4.974974974974974984e+00 0.000000000000000000e+00
4.979979979979979987e+00 0.000000000000000000e+00
4.984984984984984990e+00 0.000000000000000000e+00
4.989989989989989994e+00 0.000000000000000000e+00
4.994994994994994997e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00
